yearID,teamID,franchID,lgID,name,W,L,G,W_pct,canonical_franchise,is_relocated_franchise,relocation_year,pre_relocation,post_relocation,years_since_relocation,relocation_era
1939,SLA,BAL,AL,St. Louis Browns,43,111,154,0.279,BAL,True,1954,True,False,,none
1940,SLA,BAL,AL,St. Louis Browns,67,87,154,0.435,BAL,True,1954,True,False,,none
1941,SLA,BAL,AL,St. Louis Browns,70,84,154,0.455,BAL,True,1954,True,False,,none
1942,SLA,BAL,AL,St. Louis Browns,82,69,151,0.543,BAL,True,1954,True,False,,none
1943,SLA,BAL,AL,St. Louis Browns,72,80,152,0.474,BAL,True,1954,True,False,,none
1944,SLA,BAL,AL,St. Louis Browns,89,65,154,0.578,BAL,True,1954,True,False,,none
1945,SLA,BAL,AL,St. Louis Browns,81,70,151,0.536,BAL,True,1954,True,False,,none
1946,SLA,BAL,AL,St. Louis Browns,66,88,154,0.429,BAL,True,1954,True,False,,none
1947,SLA,BAL,AL,St. Louis Browns,59,95,154,0.383,BAL,True,1954,True,False,,none
1948,SLA,BAL,AL,St. Louis Browns,59,94,153,0.386,BAL,True,1954,True,False,,none
1949,SLA,BAL,AL,St. Louis Browns,53,101,154,0.344,BAL,True,1954,True,False,,none
1950,SLA,BAL,AL,St. Louis Browns,58,96,154,0.377,BAL,True,1954,True,False,,none
1951,SLA,BAL,AL,St. Louis Browns,52,102,154,0.338,BAL,True,1954,True,False,,around_1954
1952,SLA,BAL,AL,St. Louis Browns,64,90,154,0.416,BAL,True,1954,True,False,,around_1954
1953,SLA,BAL,AL,St. Louis Browns,54,100,154,0.351,BAL,True,1954,True,False,,around_1954
1954,BAL,BAL,AL,Baltimore Orioles,54,100,154,0.351,BAL,True,1954,False,True,0,around_1954
1955,BAL,BAL,AL,Baltimore Orioles,57,97,154,0.37,BAL,True,1954,False,True,1,around_1954
1956,BAL,BAL,AL,Baltimore Orioles,69,85,154,0.448,BAL,True,1954,False,True,2,around_1954
1957,BAL,BAL,AL,Baltimore Orioles,76,76,152,0.5,BAL,True,1954,False,True,3,around_1954
1958,BAL,BAL,AL,Baltimore Orioles,74,79,153,0.484,BAL,True,1954,False,True,4,none
1959,BAL,BAL,AL,Baltimore Orioles,74,80,154,0.481,BAL,True,1954,False,True,5,none
1960,BAL,BAL,AL,Baltimore Orioles,89,65,154,0.578,BAL,True,1954,False,True,6,none
1961,BAL,BAL,AL,Baltimore Orioles,95,67,162,0.586,BAL,True,1954,False,True,7,none
1962,BAL,BAL,AL,Baltimore Orioles,77,85,162,0.475,BAL,True,1954,False,True,8,none
1963,BAL,BAL,AL,Baltimore Orioles,86,76,162,0.531,BAL,True,1954,False,True,9,none
1964,BAL,BAL,AL,Baltimore Orioles,97,65,162,0.599,BAL,True,1954,False,True,10,none
1965,BAL,BAL,AL,Baltimore Orioles,94,68,162,0.58,BAL,True,1954,False,True,11,none
1966,BAL,BAL,AL,Baltimore Orioles,97,63,160,0.606,BAL,True,1954,False,True,12,none
1967,BAL,BAL,AL,Baltimore Orioles,76,85,161,0.472,BAL,True,1954,False,True,13,none
1968,BAL,BAL,AL,Baltimore Orioles,91,71,162,0.562,BAL,True,1954,False,True,14,none
1969,BAL,BAL,AL,Baltimore Orioles,109,53,162,0.673,BAL,True,1954,False,True,15,none
1970,BAL,BAL,AL,Baltimore Orioles,108,54,162,0.667,BAL,True,1954,False,True,16,none
1971,BAL,BAL,AL,Baltimore Orioles,101,57,158,0.639,BAL,True,1954,False,True,17,none
1972,BAL,BAL,AL,Baltimore Orioles,80,74,154,0.519,BAL,True,1954,False,True,18,none
1973,BAL,BAL,AL,Baltimore Orioles,97,65,162,0.599,BAL,True,1954,False,True,19,none
1974,BAL,BAL,AL,Baltimore Orioles,91,71,162,0.562,BAL,True,1954,False,True,20,none
1975,BAL,BAL,AL,Baltimore Orioles,90,69,159,0.566,BAL,True,1954,False,True,21,none
1976,BAL,BAL,AL,Baltimore Orioles,88,74,162,0.543,BAL,True,1954,False,True,22,none
1977,BAL,BAL,AL,Baltimore Orioles,97,64,161,0.602,BAL,True,1954,False,True,23,none
1978,BAL,BAL,AL,Baltimore Orioles,90,71,161,0.559,BAL,True,1954,False,True,24,none
1979,BAL,BAL,AL,Baltimore Orioles,102,57,159,0.642,BAL,True,1954,False,True,25,none
1980,BAL,BAL,AL,Baltimore Orioles,100,62,162,0.617,BAL,True,1954,False,True,26,none
1981,BAL,BAL,AL,Baltimore Orioles,59,46,105,0.562,BAL,True,1954,False,True,27,none
1982,BAL,BAL,AL,Baltimore Orioles,94,68,162,0.58,BAL,True,1954,False,True,28,none
1983,BAL,BAL,AL,Baltimore Orioles,98,64,162,0.605,BAL,True,1954,False,True,29,none
1984,BAL,BAL,AL,Baltimore Orioles,85,77,162,0.525,BAL,True,1954,False,True,30,none
1985,BAL,BAL,AL,Baltimore Orioles,83,78,161,0.516,BAL,True,1954,False,True,31,none
1986,BAL,BAL,AL,Baltimore Orioles,73,89,162,0.451,BAL,True,1954,False,True,32,none
1987,BAL,BAL,AL,Baltimore Orioles,67,95,162,0.414,BAL,True,1954,False,True,33,none
1988,BAL,BAL,AL,Baltimore Orioles,54,107,161,0.335,BAL,True,1954,False,True,34,none
1989,BAL,BAL,AL,Baltimore Orioles,87,75,162,0.537,BAL,True,1954,False,True,35,none
1990,BAL,BAL,AL,Baltimore Orioles,76,85,161,0.472,BAL,True,1954,False,True,36,none
1991,BAL,BAL,AL,Baltimore Orioles,67,95,162,0.414,BAL,True,1954,False,True,37,none
1992,BAL,BAL,AL,Baltimore Orioles,89,73,162,0.549,BAL,True,1954,False,True,38,none
1993,BAL,BAL,AL,Baltimore Orioles,85,77,162,0.525,BAL,True,1954,False,True,39,none
1994,BAL,BAL,AL,Baltimore Orioles,63,49,112,0.562,BAL,True,1954,False,True,40,none
1995,BAL,BAL,AL,Baltimore Orioles,71,73,144,0.493,BAL,True,1954,False,True,41,none
1996,BAL,BAL,AL,Baltimore Orioles,88,74,162,0.543,BAL,True,1954,False,True,42,none
1997,BAL,BAL,AL,Baltimore Orioles,98,64,162,0.605,BAL,True,1954,False,True,43,none
1998,BAL,BAL,AL,Baltimore Orioles,79,83,162,0.488,BAL,True,1954,False,True,44,none
1999,BAL,BAL,AL,Baltimore Orioles,78,84,162,0.481,BAL,True,1954,False,True,45,none
2000,BAL,BAL,AL,Baltimore Orioles,74,88,162,0.457,BAL,True,1954,False,True,46,none
2001,BAL,BAL,AL,Baltimore Orioles,63,98,161,0.391,BAL,True,1954,False,True,47,none
2002,BAL,BAL,AL,Baltimore Orioles,67,95,162,0.414,BAL,True,1954,False,True,48,none
2003,BAL,BAL,AL,Baltimore Orioles,71,91,162,0.438,BAL,True,1954,False,True,49,none
2004,BAL,BAL,AL,Baltimore Orioles,78,84,162,0.481,BAL,True,1954,False,True,50,none
2005,BAL,BAL,AL,Baltimore Orioles,74,88,162,0.457,BAL,True,1954,False,True,51,none
2006,BAL,BAL,AL,Baltimore Orioles,70,92,162,0.432,BAL,True,1954,False,True,52,none
2007,BAL,BAL,AL,Baltimore Orioles,69,93,162,0.426,BAL,True,1954,False,True,53,none
2008,BAL,BAL,AL,Baltimore Orioles,68,93,161,0.422,BAL,True,1954,False,True,54,none
2009,BAL,BAL,AL,Baltimore Orioles,64,98,162,0.395,BAL,True,1954,False,True,55,none
2010,BAL,BAL,AL,Baltimore Orioles,66,96,162,0.407,BAL,True,1954,False,True,56,none
2011,BAL,BAL,AL,Baltimore Orioles,69,93,162,0.426,BAL,True,1954,False,True,57,none
2012,BAL,BAL,AL,Baltimore Orioles,93,69,162,0.574,BAL,True,1954,False,True,58,none
2013,BAL,BAL,AL,Baltimore Orioles,85,77,162,0.525,BAL,True,1954,False,True,59,none
2014,BAL,BAL,AL,Baltimore Orioles,96,66,162,0.593,BAL,True,1954,False,True,60,none
2015,BAL,BAL,AL,Baltimore Orioles,81,81,162,0.5,BAL,True,1954,False,True,61,none
2016,BAL,BAL,AL,Baltimore Orioles,89,73,162,0.549,BAL,True,1954,False,True,62,none
2017,BAL,BAL,AL,Baltimore Orioles,75,87,162,0.463,BAL,True,1954,False,True,63,none
2018,BAL,BAL,AL,Baltimore Orioles,47,115,162,0.29,BAL,True,1954,False,True,64,none
2019,BAL,BAL,AL,Baltimore Orioles,54,108,162,0.333,BAL,True,1954,False,True,65,none
2020,BAL,BAL,AL,Baltimore Orioles,25,35,60,0.417,BAL,True,1954,False,True,66,none
2021,BAL,BAL,AL,Baltimore Orioles,52,110,162,0.321,BAL,True,1954,False,True,67,none
2022,BAL,BAL,AL,Baltimore Orioles,83,79,162,0.512,BAL,True,1954,False,True,68,none
2023,BAL,BAL,AL,Baltimore Orioles,101,61,162,0.623,BAL,True,1954,False,True,69,none
2024,BAL,BAL,AL,Baltimore Orioles,91,71,162,0.562,BAL,True,1954,False,True,70,none
1901,BOS,BOS,AL,Boston Americans,79,57,136,0.581,BOS,False,,False,False,,none
1902,BOS,BOS,AL,Boston Americans,77,60,137,0.562,BOS,False,,False,False,,none
1903,BOS,BOS,AL,Boston Americans,91,47,138,0.659,BOS,False,,False,False,,none
1904,BOS,BOS,AL,Boston Americans,95,59,154,0.617,BOS,False,,False,False,,none
1905,BOS,BOS,AL,Boston Americans,78,74,152,0.513,BOS,False,,False,False,,none
1906,BOS,BOS,AL,Boston Americans,49,105,154,0.318,BOS,False,,False,False,,none
1907,BOS,BOS,AL,Boston Americans,59,90,149,0.396,BOS,False,,False,False,,none
1908,BOS,BOS,AL,Boston Red Sox,75,79,154,0.487,BOS,False,,False,False,,none
1909,BOS,BOS,AL,Boston Red Sox,88,63,151,0.583,BOS,False,,False,False,,none
1910,BOS,BOS,AL,Boston Red Sox,81,72,153,0.529,BOS,False,,False,False,,none
1911,BOS,BOS,AL,Boston Red Sox,78,75,153,0.51,BOS,False,,False,False,,none
1912,BOS,BOS,AL,Boston Red Sox,105,47,152,0.691,BOS,False,,False,False,,none
1913,BOS,BOS,AL,Boston Red Sox,79,71,150,0.527,BOS,False,,False,False,,none
1914,BOS,BOS,AL,Boston Red Sox,91,62,153,0.595,BOS,False,,False,False,,none
1915,BOS,BOS,AL,Boston Red Sox,101,50,151,0.669,BOS,False,,False,False,,none
1916,BOS,BOS,AL,Boston Red Sox,91,63,154,0.591,BOS,False,,False,False,,none
1917,BOS,BOS,AL,Boston Red Sox,90,62,152,0.592,BOS,False,,False,False,,none
1918,BOS,BOS,AL,Boston Red Sox,75,51,126,0.595,BOS,False,,False,False,,none
1919,BOS,BOS,AL,Boston Red Sox,66,71,137,0.482,BOS,False,,False,False,,none
1920,BOS,BOS,AL,Boston Red Sox,72,81,153,0.471,BOS,False,,False,False,,none
1921,BOS,BOS,AL,Boston Red Sox,75,79,154,0.487,BOS,False,,False,False,,none
1922,BOS,BOS,AL,Boston Red Sox,61,93,154,0.396,BOS,False,,False,False,,none
1923,BOS,BOS,AL,Boston Red Sox,61,91,152,0.401,BOS,False,,False,False,,none
1924,BOS,BOS,AL,Boston Red Sox,67,87,154,0.435,BOS,False,,False,False,,none
1925,BOS,BOS,AL,Boston Red Sox,47,105,152,0.309,BOS,False,,False,False,,none
1926,BOS,BOS,AL,Boston Red Sox,46,107,153,0.301,BOS,False,,False,False,,none
1927,BOS,BOS,AL,Boston Red Sox,51,103,154,0.331,BOS,False,,False,False,,none
1928,BOS,BOS,AL,Boston Red Sox,57,96,153,0.373,BOS,False,,False,False,,none
1929,BOS,BOS,AL,Boston Red Sox,58,96,154,0.377,BOS,False,,False,False,,none
1930,BOS,BOS,AL,Boston Red Sox,52,102,154,0.338,BOS,False,,False,False,,none
1931,BOS,BOS,AL,Boston Red Sox,62,90,152,0.408,BOS,False,,False,False,,none
1932,BOS,BOS,AL,Boston Red Sox,43,111,154,0.279,BOS,False,,False,False,,none
1933,BOS,BOS,AL,Boston Red Sox,63,86,149,0.423,BOS,False,,False,False,,none
1934,BOS,BOS,AL,Boston Red Sox,76,76,152,0.5,BOS,False,,False,False,,none
1935,BOS,BOS,AL,Boston Red Sox,78,75,153,0.51,BOS,False,,False,False,,none
1936,BOS,BOS,AL,Boston Red Sox,74,80,154,0.481,BOS,False,,False,False,,none
1937,BOS,BOS,AL,Boston Red Sox,80,72,152,0.526,BOS,False,,False,False,,none
1938,BOS,BOS,AL,Boston Red Sox,88,61,149,0.591,BOS,False,,False,False,,none
1939,BOS,BOS,AL,Boston Red Sox,89,62,151,0.589,BOS,False,,False,False,,none
1940,BOS,BOS,AL,Boston Red Sox,82,72,154,0.532,BOS,False,,False,False,,none
1941,BOS,BOS,AL,Boston Red Sox,84,70,154,0.545,BOS,False,,False,False,,none
1942,BOS,BOS,AL,Boston Red Sox,93,59,152,0.612,BOS,False,,False,False,,none
1943,BOS,BOS,AL,Boston Red Sox,68,84,152,0.447,BOS,False,,False,False,,none
1944,BOS,BOS,AL,Boston Red Sox,77,77,154,0.5,BOS,False,,False,False,,none
1945,BOS,BOS,AL,Boston Red Sox,71,83,154,0.461,BOS,False,,False,False,,none
1946,BOS,BOS,AL,Boston Red Sox,104,50,154,0.675,BOS,False,,False,False,,none
1947,BOS,BOS,AL,Boston Red Sox,83,71,154,0.539,BOS,False,,False,False,,none
1948,BOS,BOS,AL,Boston Red Sox,96,59,155,0.619,BOS,False,,False,False,,none
1949,BOS,BOS,AL,Boston Red Sox,96,58,154,0.623,BOS,False,,False,False,,none
1950,BOS,BOS,AL,Boston Red Sox,94,60,154,0.61,BOS,False,,False,False,,none
1951,BOS,BOS,AL,Boston Red Sox,87,67,154,0.565,BOS,False,,False,False,,none
1952,BOS,BOS,AL,Boston Red Sox,76,78,154,0.494,BOS,False,,False,False,,none
1953,BOS,BOS,AL,Boston Red Sox,84,69,153,0.549,BOS,False,,False,False,,none
1954,BOS,BOS,AL,Boston Red Sox,69,85,154,0.448,BOS,False,,False,False,,none
1955,BOS,BOS,AL,Boston Red Sox,84,70,154,0.545,BOS,False,,False,False,,none
1956,BOS,BOS,AL,Boston Red Sox,84,70,154,0.545,BOS,False,,False,False,,none
1957,BOS,BOS,AL,Boston Red Sox,82,72,154,0.532,BOS,False,,False,False,,none
1958,BOS,BOS,AL,Boston Red Sox,79,75,154,0.513,BOS,False,,False,False,,none
1959,BOS,BOS,AL,Boston Red Sox,75,79,154,0.487,BOS,False,,False,False,,none
1960,BOS,BOS,AL,Boston Red Sox,65,89,154,0.422,BOS,False,,False,False,,none
1961,BOS,BOS,AL,Boston Red Sox,76,86,162,0.469,BOS,False,,False,False,,none
1962,BOS,BOS,AL,Boston Red Sox,76,84,160,0.475,BOS,False,,False,False,,none
1963,BOS,BOS,AL,Boston Red Sox,76,85,161,0.472,BOS,False,,False,False,,none
1964,BOS,BOS,AL,Boston Red Sox,72,90,162,0.444,BOS,False,,False,False,,none
1965,BOS,BOS,AL,Boston Red Sox,62,100,162,0.383,BOS,False,,False,False,,none
1966,BOS,BOS,AL,Boston Red Sox,72,90,162,0.444,BOS,False,,False,False,,none
1967,BOS,BOS,AL,Boston Red Sox,92,70,162,0.568,BOS,False,,False,False,,none
1968,BOS,BOS,AL,Boston Red Sox,86,76,162,0.531,BOS,False,,False,False,,none
1969,BOS,BOS,AL,Boston Red Sox,87,75,162,0.537,BOS,False,,False,False,,none
1970,BOS,BOS,AL,Boston Red Sox,87,75,162,0.537,BOS,False,,False,False,,none
1971,BOS,BOS,AL,Boston Red Sox,85,77,162,0.525,BOS,False,,False,False,,none
1972,BOS,BOS,AL,Boston Red Sox,85,70,155,0.548,BOS,False,,False,False,,none
1973,BOS,BOS,AL,Boston Red Sox,89,73,162,0.549,BOS,False,,False,False,,none
1974,BOS,BOS,AL,Boston Red Sox,84,78,162,0.519,BOS,False,,False,False,,none
1975,BOS,BOS,AL,Boston Red Sox,95,65,160,0.594,BOS,False,,False,False,,none
1976,BOS,BOS,AL,Boston Red Sox,83,79,162,0.512,BOS,False,,False,False,,none
1977,BOS,BOS,AL,Boston Red Sox,97,64,161,0.602,BOS,False,,False,False,,none
1978,BOS,BOS,AL,Boston Red Sox,99,64,163,0.607,BOS,False,,False,False,,none
1979,BOS,BOS,AL,Boston Red Sox,91,69,160,0.569,BOS,False,,False,False,,none
1980,BOS,BOS,AL,Boston Red Sox,83,77,160,0.519,BOS,False,,False,False,,none
1981,BOS,BOS,AL,Boston Red Sox,59,49,108,0.546,BOS,False,,False,False,,none
1982,BOS,BOS,AL,Boston Red Sox,89,73,162,0.549,BOS,False,,False,False,,none
1983,BOS,BOS,AL,Boston Red Sox,78,84,162,0.481,BOS,False,,False,False,,none
1984,BOS,BOS,AL,Boston Red Sox,86,76,162,0.531,BOS,False,,False,False,,none
1985,BOS,BOS,AL,Boston Red Sox,81,81,162,0.5,BOS,False,,False,False,,none
1986,BOS,BOS,AL,Boston Red Sox,95,66,161,0.59,BOS,False,,False,False,,none
1987,BOS,BOS,AL,Boston Red Sox,78,84,162,0.481,BOS,False,,False,False,,none
1988,BOS,BOS,AL,Boston Red Sox,89,73,162,0.549,BOS,False,,False,False,,none
1989,BOS,BOS,AL,Boston Red Sox,83,79,162,0.512,BOS,False,,False,False,,none
1990,BOS,BOS,AL,Boston Red Sox,88,74,162,0.543,BOS,False,,False,False,,none
1991,BOS,BOS,AL,Boston Red Sox,84,78,162,0.519,BOS,False,,False,False,,none
1992,BOS,BOS,AL,Boston Red Sox,73,89,162,0.451,BOS,False,,False,False,,none
1993,BOS,BOS,AL,Boston Red Sox,80,82,162,0.494,BOS,False,,False,False,,none
1994,BOS,BOS,AL,Boston Red Sox,54,61,115,0.47,BOS,False,,False,False,,none
1995,BOS,BOS,AL,Boston Red Sox,86,58,144,0.597,BOS,False,,False,False,,none
1996,BOS,BOS,AL,Boston Red Sox,85,77,162,0.525,BOS,False,,False,False,,none
1997,BOS,BOS,AL,Boston Red Sox,78,84,162,0.481,BOS,False,,False,False,,none
1998,BOS,BOS,AL,Boston Red Sox,92,70,162,0.568,BOS,False,,False,False,,none
1999,BOS,BOS,AL,Boston Red Sox,94,68,162,0.58,BOS,False,,False,False,,none
2000,BOS,BOS,AL,Boston Red Sox,85,77,162,0.525,BOS,False,,False,False,,none
2001,BOS,BOS,AL,Boston Red Sox,82,79,161,0.509,BOS,False,,False,False,,none
2002,BOS,BOS,AL,Boston Red Sox,93,69,162,0.574,BOS,False,,False,False,,none
2003,BOS,BOS,AL,Boston Red Sox,95,67,162,0.586,BOS,False,,False,False,,none
2004,BOS,BOS,AL,Boston Red Sox,98,64,162,0.605,BOS,False,,False,False,,none
2005,BOS,BOS,AL,Boston Red Sox,95,67,162,0.586,BOS,False,,False,False,,none
2006,BOS,BOS,AL,Boston Red Sox,86,76,162,0.531,BOS,False,,False,False,,none
2007,BOS,BOS,AL,Boston Red Sox,96,66,162,0.593,BOS,False,,False,False,,none
2008,BOS,BOS,AL,Boston Red Sox,95,67,162,0.586,BOS,False,,False,False,,none
2009,BOS,BOS,AL,Boston Red Sox,95,67,162,0.586,BOS,False,,False,False,,none
2010,BOS,BOS,AL,Boston Red Sox,89,73,162,0.549,BOS,False,,False,False,,none
2011,BOS,BOS,AL,Boston Red Sox,90,72,162,0.556,BOS,False,,False,False,,none
2012,BOS,BOS,AL,Boston Red Sox,69,93,162,0.426,BOS,False,,False,False,,none
2013,BOS,BOS,AL,Boston Red Sox,97,65,162,0.599,BOS,False,,False,False,,none
2014,BOS,BOS,AL,Boston Red Sox,71,91,162,0.438,BOS,False,,False,False,,none
2015,BOS,BOS,AL,Boston Red Sox,78,84,162,0.481,BOS,False,,False,False,,none
2016,BOS,BOS,AL,Boston Red Sox,93,69,162,0.574,BOS,False,,False,False,,none
2017,BOS,BOS,AL,Boston Red Sox,93,69,162,0.574,BOS,False,,False,False,,none
2018,BOS,BOS,AL,Boston Red Sox,108,54,162,0.667,BOS,False,,False,False,,none
2019,BOS,BOS,AL,Boston Red Sox,84,78,162,0.519,BOS,False,,False,False,,none
2020,BOS,BOS,AL,Boston Red Sox,24,36,60,0.4,BOS,False,,False,False,,none
2021,BOS,BOS,AL,Boston Red Sox,92,70,162,0.568,BOS,False,,False,False,,none
2022,BOS,BOS,AL,Boston Red Sox,78,84,162,0.481,BOS,False,,False,False,,none
2023,BOS,BOS,AL,Boston Red Sox,78,84,162,0.481,BOS,False,,False,False,,none
2024,BOS,BOS,AL,Boston Red Sox,81,81,162,0.5,BOS,False,,False,False,,none
1876,CHN,CHC,NL,Chicago White Stockings,52,14,66,0.788,CHC,False,,False,False,,none
1877,CHN,CHC,NL,Chicago White Stockings,26,33,59,0.441,CHC,False,,False,False,,none
1878,CHN,CHC,NL,Chicago White Stockings,30,30,60,0.5,CHC,False,,False,False,,none
1879,CHN,CHC,NL,Chicago White Stockings,46,33,79,0.582,CHC,False,,False,False,,none
1880,CHN,CHC,NL,Chicago White Stockings,67,17,84,0.798,CHC,False,,False,False,,none
1881,CHN,CHC,NL,Chicago White Stockings,56,28,84,0.667,CHC,False,,False,False,,none
1882,CHN,CHC,NL,Chicago White Stockings,55,29,84,0.655,CHC,False,,False,False,,none
1883,CHN,CHC,NL,Chicago White Stockings,59,39,98,0.602,CHC,False,,False,False,,none
1884,CHN,CHC,NL,Chicago White Stockings,62,50,112,0.554,CHC,False,,False,False,,none
1885,CHN,CHC,NL,Chicago White Stockings,87,25,112,0.777,CHC,False,,False,False,,none
1886,CHN,CHC,NL,Chicago White Stockings,90,34,124,0.726,CHC,False,,False,False,,none
1887,CHN,CHC,NL,Chicago White Stockings,71,50,121,0.587,CHC,False,,False,False,,none
1888,CHN,CHC,NL,Chicago White Stockings,77,58,135,0.57,CHC,False,,False,False,,none
1889,CHN,CHC,NL,Chicago White Stockings,67,65,132,0.508,CHC,False,,False,False,,none
1890,CHN,CHC,NL,Chicago Colts,83,53,136,0.61,CHC,False,,False,False,,none
1891,CHN,CHC,NL,Chicago Colts,82,53,135,0.607,CHC,False,,False,False,,none
1892,CHN,CHC,NL,Chicago Colts,70,76,146,0.479,CHC,False,,False,False,,none
1893,CHN,CHC,NL,Chicago Colts,56,71,127,0.441,CHC,False,,False,False,,none
1894,CHN,CHC,NL,Chicago Colts,57,75,132,0.432,CHC,False,,False,False,,none
1895,CHN,CHC,NL,Chicago Colts,72,58,130,0.554,CHC,False,,False,False,,none
1896,CHN,CHC,NL,Chicago Colts,71,57,128,0.555,CHC,False,,False,False,,none
1897,CHN,CHC,NL,Chicago Colts,59,73,132,0.447,CHC,False,,False,False,,none
1898,CHN,CHC,NL,Chicago Orphans,85,65,150,0.567,CHC,False,,False,False,,none
1899,CHN,CHC,NL,Chicago Orphans,75,73,148,0.507,CHC,False,,False,False,,none
1900,CHN,CHC,NL,Chicago Orphans,65,75,140,0.464,CHC,False,,False,False,,none
1901,CHN,CHC,NL,Chicago Orphans,53,86,139,0.381,CHC,False,,False,False,,none
1902,CHN,CHC,NL,Chicago Orphans,68,69,137,0.496,CHC,False,,False,False,,none
1903,CHN,CHC,NL,Chicago Cubs,82,56,138,0.594,CHC,False,,False,False,,none
1904,CHN,CHC,NL,Chicago Cubs,93,60,153,0.608,CHC,False,,False,False,,none
1905,CHN,CHC,NL,Chicago Cubs,92,61,153,0.601,CHC,False,,False,False,,none
1906,CHN,CHC,NL,Chicago Cubs,116,36,152,0.763,CHC,False,,False,False,,none
1907,CHN,CHC,NL,Chicago Cubs,107,45,152,0.704,CHC,False,,False,False,,none
1908,CHN,CHC,NL,Chicago Cubs,99,55,154,0.643,CHC,False,,False,False,,none
1909,CHN,CHC,NL,Chicago Cubs,104,49,153,0.68,CHC,False,,False,False,,none
1910,CHN,CHC,NL,Chicago Cubs,104,50,154,0.675,CHC,False,,False,False,,none
1911,CHN,CHC,NL,Chicago Cubs,92,62,154,0.597,CHC,False,,False,False,,none
1912,CHN,CHC,NL,Chicago Cubs,91,59,150,0.607,CHC,False,,False,False,,none
1913,CHN,CHC,NL,Chicago Cubs,88,65,153,0.575,CHC,False,,False,False,,none
1914,CHN,CHC,NL,Chicago Cubs,78,76,154,0.506,CHC,False,,False,False,,none
1915,CHN,CHC,NL,Chicago Cubs,73,80,153,0.477,CHC,False,,False,False,,none
1916,CHN,CHC,NL,Chicago Cubs,67,86,153,0.438,CHC,False,,False,False,,none
1917,CHN,CHC,NL,Chicago Cubs,74,80,154,0.481,CHC,False,,False,False,,none
1918,CHN,CHC,NL,Chicago Cubs,84,45,129,0.651,CHC,False,,False,False,,none
1919,CHN,CHC,NL,Chicago Cubs,75,65,140,0.536,CHC,False,,False,False,,none
1920,CHN,CHC,NL,Chicago Cubs,75,79,154,0.487,CHC,False,,False,False,,none
1921,CHN,CHC,NL,Chicago Cubs,64,89,153,0.418,CHC,False,,False,False,,none
1922,CHN,CHC,NL,Chicago Cubs,80,74,154,0.519,CHC,False,,False,False,,none
1923,CHN,CHC,NL,Chicago Cubs,83,71,154,0.539,CHC,False,,False,False,,none
1924,CHN,CHC,NL,Chicago Cubs,81,72,153,0.529,CHC,False,,False,False,,none
1925,CHN,CHC,NL,Chicago Cubs,68,86,154,0.442,CHC,False,,False,False,,none
1926,CHN,CHC,NL,Chicago Cubs,82,72,154,0.532,CHC,False,,False,False,,none
1927,CHN,CHC,NL,Chicago Cubs,85,68,153,0.556,CHC,False,,False,False,,none
1928,CHN,CHC,NL,Chicago Cubs,91,63,154,0.591,CHC,False,,False,False,,none
1929,CHN,CHC,NL,Chicago Cubs,98,54,152,0.645,CHC,False,,False,False,,none
1930,CHN,CHC,NL,Chicago Cubs,90,64,154,0.584,CHC,False,,False,False,,none
1931,CHN,CHC,NL,Chicago Cubs,84,70,154,0.545,CHC,False,,False,False,,none
1932,CHN,CHC,NL,Chicago Cubs,90,64,154,0.584,CHC,False,,False,False,,none
1933,CHN,CHC,NL,Chicago Cubs,86,68,154,0.558,CHC,False,,False,False,,none
1934,CHN,CHC,NL,Chicago Cubs,86,65,151,0.57,CHC,False,,False,False,,none
1935,CHN,CHC,NL,Chicago Cubs,100,54,154,0.649,CHC,False,,False,False,,none
1936,CHN,CHC,NL,Chicago Cubs,87,67,154,0.565,CHC,False,,False,False,,none
1937,CHN,CHC,NL,Chicago Cubs,93,61,154,0.604,CHC,False,,False,False,,none
1938,CHN,CHC,NL,Chicago Cubs,89,63,152,0.586,CHC,False,,False,False,,none
1939,CHN,CHC,NL,Chicago Cubs,84,70,154,0.545,CHC,False,,False,False,,none
1940,CHN,CHC,NL,Chicago Cubs,75,79,154,0.487,CHC,False,,False,False,,none
1941,CHN,CHC,NL,Chicago Cubs,70,84,154,0.455,CHC,False,,False,False,,none
1942,CHN,CHC,NL,Chicago Cubs,68,86,154,0.442,CHC,False,,False,False,,none
1943,CHN,CHC,NL,Chicago Cubs,74,79,153,0.484,CHC,False,,False,False,,none
1944,CHN,CHC,NL,Chicago Cubs,75,79,154,0.487,CHC,False,,False,False,,none
1945,CHN,CHC,NL,Chicago Cubs,98,56,154,0.636,CHC,False,,False,False,,none
