yearID,teamID,franchID,lgID,name,W,L,G,W_pct,canonical_franchise,is_relocated_franchise,relocation_year,pre_relocation,post_relocation,years_since_relocation
1945,CHA,CHW,AL,Chicago White Sox,71,78,149,0.477,,False,,False,False,
1946,CHA,CHW,AL,Chicago White Sox,74,80,154,0.481,,False,,False,False,
1947,CHA,CHW,AL,Chicago White Sox,70,84,154,0.455,,False,,False,False,
1948,CHA,CHW,AL,Chicago White Sox,51,101,152,0.336,,False,,False,False,
1949,CHA,CHW,AL,Chicago White Sox,63,91,154,0.409,,False,,False,False,
1950,CHA,CHW,AL,Chicago White Sox,60,94,154,0.39,,False,,False,False,
1951,CHA,CHW,AL,Chicago White Sox,81,73,154,0.526,,False,,False,False,
1952,CHA,CHW,AL,Chicago White Sox,81,73,154,0.526,,False,,False,False,
1953,CHA,CHW,AL,Chicago White Sox,89,65,154,0.578,,False,,False,False,
1954,CHA,CHW,AL,Chicago White Sox,94,60,154,0.61,,False,,False,False,
1955,CHA,CHW,AL,Chicago White Sox,91,63,154,0.591,,False,,False,False,
1956,CHA,CHW,AL,Chicago White Sox,85,69,154,0.552,,False,,False,False,
1957,CHA,CHW,AL,Chicago White Sox,90,64,154,0.584,,False,,False,False,
1958,CHA,CHW,AL,Chicago White Sox,82,72,154,0.532,,False,,False,False,
1959,CHA,CHW,AL,Chicago White Sox,94,60,154,0.61,,False,,False,False,
1960,CHA,CHW,AL,Chicago White Sox,87,67,154,0.565,,False,,False,False,
1961,CHA,CHW,AL,Chicago White Sox,86,76,162,0.531,,False,,False,False,
1962,CHA,CHW,AL,Chicago White Sox,85,77,162,0.525,,False,,False,False,
1963,CHA,CHW,AL,Chicago White Sox,94,68,162,0.58,,False,,False,False,
1964,CHA,CHW,AL,Chicago White Sox,98,64,162,0.605,,False,,False,False,
1965,CHA,CHW,AL,Chicago White Sox,95,67,162,0.586,,False,,False,False,
1966,CHA,CHW,AL,Chicago White Sox,83,79,162,0.512,,False,,False,False,
1967,CHA,CHW,AL,Chicago White Sox,89,73,162,0.549,,False,,False,False,
1968,CHA,CHW,AL,Chicago White Sox,67,95,162,0.414,,False,,False,False,
1969,CHA,CHW,AL,Chicago White Sox,68,94,162,0.42,,False,,False,False,
1970,CHA,CHW,AL,Chicago White Sox,56,106,162,0.346,,False,,False,False,
1971,CHA,CHW,AL,Chicago White Sox,79,83,162,0.488,,False,,False,False,
1972,CHA,CHW,AL,Chicago White Sox,87,67,154,0.565,,False,,False,False,
1973,CHA,CHW,AL,Chicago White Sox,77,85,162,0.475,,False,,False,False,
1974,CHA,CHW,AL,Chicago White Sox,80,80,160,0.5,,False,,False,False,
1975,CHA,CHW,AL,Chicago White Sox,75,86,161,0.466,,False,,False,False,
1976,CHA,CHW,AL,Chicago White Sox,64,97,161,0.398,,False,,False,False,
1977,CHA,CHW,AL,Chicago White Sox,90,72,162,0.556,,False,,False,False,
1978,CHA,CHW,AL,Chicago White Sox,71,90,161,0.441,,False,,False,False,
1979,CHA,CHW,AL,Chicago White Sox,73,87,160,0.456,,False,,False,False,
1980,CHA,CHW,AL,Chicago White Sox,70,90,160,0.438,,False,,False,False,
1981,CHA,CHW,AL,Chicago White Sox,54,52,106,0.509,,False,,False,False,
1982,CHA,CHW,AL,Chicago White Sox,87,75,162,0.537,,False,,False,False,
1983,CHA,CHW,AL,Chicago White Sox,99,63,162,0.611,,False,,False,False,
1984,CHA,CHW,AL,Chicago White Sox,74,88,162,0.457,,False,,False,False,
1985,CHA,CHW,AL,Chicago White Sox,85,77,162,0.525,,False,,False,False,
1986,CHA,CHW,AL,Chicago White Sox,72,90,162,0.444,,False,,False,False,
1987,CHA,CHW,AL,Chicago White Sox,77,85,162,0.475,,False,,False,False,
1988,CHA,CHW,AL,Chicago White Sox,71,90,161,0.441,,False,,False,False,
1989,CHA,CHW,AL,Chicago White Sox,69,92,161,0.429,,False,,False,False,
1990,CHA,CHW,AL,Chicago White Sox,94,68,162,0.58,,False,,False,False,
1991,CHA,CHW,AL,Chicago White Sox,87,75,162,0.537,,False,,False,False,
1992,CHA,CHW,AL,Chicago White Sox,86,76,162,0.531,,False,,False,False,
1993,CHA,CHW,AL,Chicago White Sox,94,68,162,0.58,,False,,False,False,
1994,CHA,CHW,AL,Chicago White Sox,67,46,113,0.593,,False,,False,False,
1995,CHA,CHW,AL,Chicago White Sox,68,76,144,0.472,,False,,False,False,
1996,CHA,CHW,AL,Chicago White Sox,85,77,162,0.525,,False,,False,False,
1997,CHA,CHW,AL,Chicago White Sox,80,81,161,0.497,,False,,False,False,
1998,CHA,CHW,AL,Chicago White Sox,80,82,162,0.494,,False,,False,False,
1999,CHA,CHW,AL,Chicago White Sox,75,86,161,0.466,,False,,False,False,
2000,CHA,CHW,AL,Chicago White Sox,95,67,162,0.586,,False,,False,False,
2001,CHA,CHW,AL,Chicago White Sox,83,79,162,0.512,,False,,False,False,
2002,CHA,CHW,AL,Chicago White Sox,81,81,162,0.5,,False,,False,False,
2003,CHA,CHW,AL,Chicago White Sox,86,76,162,0.531,,False,,False,False,
2004,CHA,CHW,AL,Chicago White Sox,83,79,162,0.512,,False,,False,False,
2005,CHA,CHW,AL,Chicago White Sox,99,63,162,0.611,,False,,False,False,
2006,CHA,CHW,AL,Chicago White Sox,90,72,162,0.556,,False,,False,False,
2007,CHA,CHW,AL,Chicago White Sox,72,90,162,0.444,,False,,False,False,
2008,CHA,CHW,AL,Chicago White Sox,89,74,163,0.546,,False,,False,False,
2009,CHA,CHW,AL,Chicago White Sox,79,83,162,0.488,,False,,False,False,
2010,CHA,CHW,AL,Chicago White Sox,88,74,162,0.543,,False,,False,False,
2011,CHA,CHW,AL,Chicago White Sox,79,83,162,0.488,,False,,False,False,
2012,CHA,CHW,AL,Chicago White Sox,85,77,162,0.525,,False,,False,False,
2013,CHA,CHW,AL,Chicago White Sox,63,99,162,0.389,,False,,False,False,
2014,CHA,CHW,AL,Chicago White Sox,73,89,162,0.451,,False,,False,False,
2015,CHA,CHW,AL,Chicago White Sox,76,86,162,0.469,,False,,False,False,
2016,CHA,CHW,AL,Chicago White Sox,78,84,162,0.481,,False,,False,False,
2017,CHA,CHW,AL,Chicago White Sox,67,95,162,0.414,,False,,False,False,
2018,CHA,CHW,AL,Chicago White Sox,62,100,162,0.383,,False,,False,False,
2019,CHA,CHW,AL,Chicago White Sox,72,89,161,0.447,,False,,False,False,
2020,CHA,CHW,AL,Chicago White Sox,35,25,60,0.583,,False,,False,False,
2021,CHA,CHW,AL,Chicago White Sox,93,69,162,0.574,,False,,False,False,
2022,CHA,CHW,AL,Chicago White Sox,81,81,162,0.5,,False,,False,False,
2023,CHA,CHW,AL,Chicago White Sox,61,101,162,0.377,,False,,False,False,
2024,CHA,CHW,AL,Chicago White Sox,41,121,162,0.253,,False,,False,False,
1882,CN2,CIN,AA,Cincinnati Red Stockings,55,25,80,0.688,,False,,False,False,
1883,CN2,CIN,AA,Cincinnati Red Stockings,61,37,98,0.622,,False,,False,False,
1884,CN2,CIN,AA,Cincinnati Red Stockings,68,41,109,0.624,,False,,False,False,
1885,CN2,CIN,AA,Cincinnati Red Stockings,63,49,112,0.562,,False,,False,False,
1886,CN2,CIN,AA,Cincinnati Red Stockings,65,73,138,0.471,,False,,False,False,
1887,CN2,CIN,AA,Cincinnati Red Stockings,81,54,135,0.6,,False,,False,False,
1888,CN2,CIN,AA,Cincinnati Red Stockings,80,54,134,0.597,,False,,False,False,
1889,CN2,CIN,AA,Cincinnati Red Stockings,76,63,139,0.547,,False,,False,False,
1890,CIN,CIN,NL,Cincinnati Reds,77,55,132,0.583,,False,,False,False,
1891,CIN,CIN,NL,Cincinnati Reds,56,81,137,0.409,,False,,False,False,
1892,CIN,CIN,NL,Cincinnati Reds,82,68,150,0.547,,False,,False,False,
1893,CIN,CIN,NL,Cincinnati Reds,65,63,128,0.508,,False,,False,False,
1894,CIN,CIN,NL,Cincinnati Reds,55,75,130,0.423,,False,,False,False,
1895,CIN,CIN,NL,Cincinnati Reds,66,64,130,0.508,,False,,False,False,
1896,CIN,CIN,NL,Cincinnati Reds,77,50,127,0.606,,False,,False,False,
1897,CIN,CIN,NL,Cincinnati Reds,76,56,132,0.576,,False,,False,False,
1898,CIN,CIN,NL,Cincinnati Reds,92,60,152,0.605,,False,,False,False,
1899,CIN,CIN,NL,Cincinnati Reds,83,67,150,0.553,,False,,False,False,
1900,CIN,CIN,NL,Cincinnati Reds,62,77,139,0.446,,False,,False,False,
1901,CIN,CIN,NL,Cincinnati Reds,52,87,139,0.374,,False,,False,False,
1902,CIN,CIN,NL,Cincinnati Reds,70,70,140,0.5,,False,,False,False,
1903,CIN,CIN,NL,Cincinnati Reds,74,65,139,0.532,,False,,False,False,
1904,CIN,CIN,NL,Cincinnati Reds,88,65,153,0.575,,False,,False,False,
1905,CIN,CIN,NL,Cincinnati Reds,79,74,153,0.516,,False,,False,False,
1906,CIN,CIN,NL,Cincinnati Reds,64,87,151,0.424,,False,,False,False,
1907,CIN,CIN,NL,Cincinnati Reds,66,87,153,0.431,,False,,False,False,
1908,CIN,CIN,NL,Cincinnati Reds,73,81,154,0.474,,False,,False,False,
1909,CIN,CIN,NL,Cincinnati Reds,77,76,153,0.503,,False,,False,False,
1910,CIN,CIN,NL,Cincinnati Reds,75,79,154,0.487,,False,,False,False,
1911,CIN,CIN,NL,Cincinnati Reds,70,83,153,0.458,,False,,False,False,
1912,CIN,CIN,NL,Cincinnati Reds,75,78,153,0.49,,False,,False,False,
1913,CIN,CIN,NL,Cincinnati Reds,64,89,153,0.418,,False,,False,False,
1914,CIN,CIN,NL,Cincinnati Reds,60,94,154,0.39,,False,,False,False,
1915,CIN,CIN,NL,Cincinnati Reds,71,83,154,0.461,,False,,False,False,
1916,CIN,CIN,NL,Cincinnati Reds,60,93,153,0.392,,False,,False,False,
1917,CIN,CIN,NL,Cincinnati Reds,78,76,154,0.506,,False,,False,False,
1918,CIN,CIN,NL,Cincinnati Reds,68,60,128,0.531,,False,,False,False,
1919,CIN,CIN,NL,Cincinnati Reds,96,44,140,0.686,,False,,False,False,
1920,CIN,CIN,NL,Cincinnati Reds,82,71,153,0.536,,False,,False,False,
1921,CIN,CIN,NL,Cincinnati Reds,70,83,153,0.458,,False,,False,False,
1922,CIN,CIN,NL,Cincinnati Reds,86,68,154,0.558,,False,,False,False,
1923,CIN,CIN,NL,Cincinnati Reds,91,63,154,0.591,,False,,False,False,
1924,CIN,CIN,NL,Cincinnati Reds,83,70,153,0.542,,False,,False,False,
1925,CIN,CIN,NL,Cincinnati Reds,80,73,153,0.523,,False,,False,False,
1926,CIN,CIN,NL,Cincinnati Reds,87,67,154,0.565,,False,,False,False,
1927,CIN,CIN,NL,Cincinnati Reds,75,78,153,0.49,,False,,False,False,
1928,CIN,CIN,NL,Cincinnati Reds,78,74,152,0.513,,False,,False,False,
1929,CIN,CIN,NL,Cincinnati Reds,66,88,154,0.429,,False,,False,False,
1930,CIN,CIN,NL,Cincinnati Reds,59,95,154,0.383,,False,,False,False,
1931,CIN,CIN,NL,Cincinnati Reds,58,96,154,0.377,,False,,False,False,
1932,CIN,CIN,NL,Cincinnati Reds,60,94,154,0.39,,False,,False,False,
1933,CIN,CIN,NL,Cincinnati Reds,58,94,152,0.382,,False,,False,False,
1934,CIN,CIN,NL,Cincinnati Reds,52,99,151,0.344,,False,,False,False,
1935,CIN,CIN,NL,Cincinnati Reds,68,85,153,0.444,,False,,False,False,
1936,CIN,CIN,NL,Cincinnati Reds,74,80,154,0.481,,False,,False,False,
1937,CIN,CIN,NL,Cincinnati Reds,56,98,154,0.364,,False,,False,False,
1938,CIN,CIN,NL,Cincinnati Reds,82,68,150,0.547,,False,,False,False,
1939,CIN,CIN,NL,Cincinnati Reds,97,57,154,0.63,,False,,False,False,
1940,CIN,CIN,NL,Cincinnati Reds,100,53,153,0.654,,False,,False,False,
1941,CIN,CIN,NL,Cincinnati Reds,88,66,154,0.571,,False,,False,False,
1942,CIN,CIN,NL,Cincinnati Reds,76,76,152,0.5,,False,,False,False,
1943,CIN,CIN,NL,Cincinnati Reds,87,67,154,0.565,,False,,False,False,
1944,CIN,CIN,NL,Cincinnati Reds,89,65,154,0.578,,False,,False,False,
1945,CIN,CIN,NL,Cincinnati Reds,61,93,154,0.396,,False,,False,False,
1946,CIN,CIN,NL,Cincinnati Reds,67,87,154,0.435,,False,,False,False,
1947,CIN,CIN,NL,Cincinnati Reds,73,81,154,0.474,,False,,False,False,
1948,CIN,CIN,NL,Cincinnati Reds,64,89,153,0.418,,False,,False,False,
1949,CIN,CIN,NL,Cincinnati Reds,62,92,154,0.403,,False,,False,False,
1950,CIN,CIN,NL,Cincinnati Reds,66,87,153,0.431,,False,,False,False,
1951,CIN,CIN,NL,Cincinnati Reds,68,86,154,0.442,,False,,False,False,
1952,CIN,CIN,NL,Cincinnati Reds,69,85,154,0.448,,False,,False,False,
1953,CIN,CIN,NL,Cincinnati Reds,68,86,154,0.442,,False,,False,False,
1954,CIN,CIN,NL,Cincinnati Redlegs,74,80,154,0.481,,False,,False,False,
1955,CIN,CIN,NL,Cincinnati Redlegs,75,79,154,0.487,,False,,False,False,
1956,CIN,CIN,NL,Cincinnati Redlegs,91,63,154,0.591,,False,,False,False,
1957,CIN,CIN,NL,Cincinnati Redlegs,80,74,154,0.519,,False,,False,False,
1958,CIN,CIN,NL,Cincinnati Redlegs,76,78,154,0.494,,False,,False,False,
1959,CIN,CIN,NL,Cincinnati Redlegs,74,80,154,0.481,,False,,False,False,
1960,CIN,CIN,NL,Cincinnati Reds,67,87,154,0.435,,False,,False,False,
1961,CIN,CIN,NL,Cincinnati Reds,93,61,154,0.604,,False,,False,False,
1962,CIN,CIN,NL,Cincinnati Reds,98,64,162,0.605,,False,,False,False,
1963,CIN,CIN,NL,Cincinnati Reds,86,76,162,0.531,,False,,False,False,
1964,CIN,CIN,NL,Cincinnati Reds,92,70,162,0.568,,False,,False,False,
1965,CIN,CIN,NL,Cincinnati Reds,89,73,162,0.549,,False,,False,False,
1966,CIN,CIN,NL,Cincinnati Reds,76,84,160,0.475,,False,,False,False,
1967,CIN,CIN,NL,Cincinnati Reds,87,75,162,0.537,,False,,False,False,
1968,CIN,CIN,NL,Cincinnati Reds,83,79,162,0.512,,False,,False,False,
1969,CIN,CIN,NL,Cincinnati Reds,89,73,162,0.549,,False,,False,False,
1970,CIN,CIN,NL,Cincinnati Reds,102,60,162,0.63,,False,,False,False,
1971,CIN,CIN,NL,Cincinnati Reds,79,83,162,0.488,,False,,False,False,
1972,CIN,CIN,NL,Cincinnati Reds,95,59,154,0.617,,False,,False,False,
1973,CIN,CIN,NL,Cincinnati Reds,99,63,162,0.611,,False,,False,False,
1974,CIN,CIN,NL,Cincinnati Reds,98,64,162,0.605,,False,,False,False,
1975,CIN,CIN,NL,Cincinnati Reds,108,54,162,0.667,,False,,False,False,
1976,CIN,CIN,NL,Cincinnati Reds,102,60,162,0.63,,False,,False,False,
1977,CIN,CIN,NL,Cincinnati Reds,88,74,162,0.543,,False,,False,False,
1978,CIN,CIN,NL,Cincinnati Reds,92,69,161,0.571,,False,,False,False,
1979,CIN,CIN,NL,Cincinnati Reds,90,71,161,0.559,,False,,False,False,
1980,CIN,CIN,NL,Cincinnati Reds,89,73,162,0.549,,False,,False,False,
1981,CIN,CIN,NL,Cincinnati Reds,66,42,108,0.611,,False,,False,False,
1982,CIN,CIN,NL,Cincinnati Reds,61,101,162,0.377,,False,,False,False,
1983,CIN,CIN,NL,Cincinnati Reds,74,88,162,0.457,,False,,False,False,
1984,CIN,CIN,NL,Cincinnati Reds,70,92,162,0.432,,False,,False,False,
1985,CIN,CIN,NL,Cincinnati Reds,89,72,161,0.553,,False,,False,False,
1986,CIN,CIN,NL,Cincinnati Reds,86,76,162,0.531,,False,,False,False,
1987,CIN,CIN,NL,Cincinnati Reds,84,78,162,0.519,,False,,False,False,
1988,CIN,CIN,NL,Cincinnati Reds,87,74,161,0.54,,False,,False,False,
1989,CIN,CIN,NL,Cincinnati Reds,75,87,162,0.463,,False,,False,False,
1990,CIN,CIN,NL,Cincinnati Reds,91,71,162,0.562,,False,,False,False,
1991,CIN,CIN,NL,Cincinnati Reds,74,88,162,0.457,,False,,False,False,
1992,CIN,CIN,NL,Cincinnati Reds,90,72,162,0.556,,False,,False,False,
1993,CIN,CIN,NL,Cincinnati Reds,73,89,162,0.451,,False,,False,False,
1994,CIN,CIN,NL,Cincinnati Reds,66,48,114,0.579,,False,,False,False,
1995,CIN,CIN,NL,Cincinnati Reds,85,59,144,0.59,,False,,False,False,
1996,CIN,CIN,NL,Cincinnati Reds,81,81,162,0.5,,False,,False,False,
1997,CIN,CIN,NL,Cincinnati Reds,76,86,162,0.469,,False,,False,False,
1998,CIN,CIN,NL,Cincinnati Reds,77,85,162,0.475,,False,,False,False,
1999,CIN,CIN,NL,Cincinnati Reds,96,67,163,0.589,,False,,False,False,
2000,CIN,CIN,NL,Cincinnati Reds,85,77,162,0.525,,False,,False,False,
2001,CIN,CIN,NL,Cincinnati Reds,66,96,162,0.407,,False,,False,False,
2002,CIN,CIN,NL,Cincinnati Reds,78,84,162,0.481,,False,,False,False,
2003,CIN,CIN,NL,Cincinnati Reds,69,93,162,0.426,,False,,False,False,
2004,CIN,CIN,NL,Cincinnati Reds,76,86,162,0.469,,False,,False,False,
2005,CIN,CIN,NL,Cincinnati Reds,73,89,162,0.451,,False,,False,False,
2006,CIN,CIN,NL,Cincinnati Reds,80,82,162,0.494,,False,,False,False,
2007,CIN,CIN,NL,Cincinnati Reds,72,90,162,0.444,,False,,False,False,
2008,CIN,CIN,NL,Cincinnati Reds,74,88,162,0.457,,False,,False,False,
2009,CIN,CIN,NL,Cincinnati Reds,78,84,162,0.481,,False,,False,False,
2010,CIN,CIN,NL,Cincinnati Reds,91,71,162,0.562,,False,,False,False,
2011,CIN,CIN,NL,Cincinnati Reds,79,83,162,0.488,,False,,False,False,
2012,CIN,CIN,NL,Cincinnati Reds,97,65,162,0.599,,False,,False,False,
2013,CIN,CIN,NL,Cincinnati Reds,90,72,162,0.556,,False,,False,False,
2014,CIN,CIN,NL,Cincinnati Reds,76,86,162,0.469,,False,,False,False,
2015,CIN,CIN,NL,Cincinnati Reds,64,98,162,0.395,,False,,False,False,
2016,CIN,CIN,NL,Cincinnati Reds,68,94,162,0.42,,False,,False,False,
2017,CIN,CIN,NL,Cincinnati Reds,68,94,162,0.42,,False,,False,False,
2018,CIN,CIN,NL,Cincinnati Reds,67,95,162,0.414,,False,,False,False,
2019,CIN,CIN,NL,Cincinnati Reds,75,87,162,0.463,,False,,False,False,
2020,CIN,CIN,NL,Cincinnati Reds,31,29,60,0.517,,False,,False,False,
2021,CIN,CIN,NL,Cincinnati Reds,83,79,162,0.512,,False,,False,False,
2022,CIN,CIN,NL,Cincinnati Reds,62,100,162,0.383,,False,,False,False,
2023,CIN,CIN,NL,Cincinnati Reds,82,80,162,0.506,,False,,False,False,
2024,CIN,CIN,NL,Cincinnati Reds,77,85,162,0.475,,False,,False,False,
1891,CN3,CKK,AA,Cincinnati Kelly's Killers,43,57,100,0.43,,False,,False,False,
1901,CLE,CLE,AL,Cleveland Blues,54,82,136,0.397,,False,,False,False,
1902,CLE,CLE,AL,Cleveland Bronchos,69,67,136,0.507,,False,,False,False,
1903,CLE,CLE,AL,Cleveland Naps,77,63,140,0.55,,False,,False,False,
1904,CLE,CLE,AL,Cleveland Naps,86,65,151,0.57,,False,,False,False,
1905,CLE,CLE,AL,Cleveland Naps,76,78,154,0.494,,False,,False,False,
1906,CLE,CLE,AL,Cleveland Naps,89,64,153,0.582,,False,,False,False,
1907,CLE,CLE,AL,Cleveland Naps,85,67,152,0.559,,False,,False,False,
1908,CLE,CLE,AL,Cleveland Naps,90,64,154,0.584,,False,,False,False,
1909,CLE,CLE,AL,Cleveland Naps,71,82,153,0.464,,False,,False,False,
1910,CLE,CLE,AL,Cleveland Naps,71,81,152,0.467,,False,,False,False,
1911,CLE,CLE,AL,Cleveland Naps,80,73,153,0.523,,False,,False,False,
1912,CLE,CLE,AL,Cleveland Naps,75,78,153,0.49,,False,,False,False,
1913,CLE,CLE,AL,Cleveland Naps,86,66,152,0.566,,False,,False,False,
1914,CLE,CLE,AL,Cleveland Naps,51,102,153,0.333,,False,,False,False,
1915,CLE,CLE,AL,Cleveland Indians,57,95,152,0.375,,False,,False,False,
1916,CLE,CLE,AL,Cleveland Indians,77,77,154,0.5,,False,,False,False,
1917,CLE,CLE,AL,Cleveland Indians,88,66,154,0.571,,False,,False,False,
1918,CLE,CLE,AL,Cleveland Indians,73,54,127,0.575,,False,,False,False,
1919,CLE,CLE,AL,Cleveland Indians,84,55,139,0.604,,False,,False,False,
1920,CLE,CLE,AL,Cleveland Indians,98,56,154,0.636,,False,,False,False,
1921,CLE,CLE,AL,Cleveland Indians,94,60,154,0.61,,False,,False,False,
1922,CLE,CLE,AL,Cleveland Indians,78,76,154,0.506,,False,,False,False,
1923,CLE,CLE,AL,Cleveland Indians,82,71,153,0.536,,False,,False,False,
1924,CLE,CLE,AL,Cleveland Indians,67,86,153,0.438,,False,,False,False,
1925,CLE,CLE,AL,Cleveland Indians,70,84,154,0.455,,False,,False,False,
1926,CLE,CLE,AL,Cleveland Indians,88,66,154,0.571,,False,,False,False,
1927,CLE,CLE,AL,Cleveland Indians,66,87,153,0.431,,False,,False,False,
1928,CLE,CLE,AL,Cleveland Indians,62,92,154,0.403,,False,,False,False,
1929,CLE,CLE,AL,Cleveland Indians,81,71,152,0.533,,False,,False,False,
1930,CLE,CLE,AL,Cleveland Indians,81,73,154,0.526,,False,,False,False,
1931,CLE,CLE,AL,Cleveland Indians,78,76,154,0.506,,False,,False,False,
1932,CLE,CLE,AL,Cleveland Indians,87,65,152,0.572,,False,,False,False,
1933,CLE,CLE,AL,Cleveland Indians,75,76,151,0.497,,False,,False,False,
1934,CLE,CLE,AL,Cleveland Indians,85,69,154,0.552,,False,,False,False,
1935,CLE,CLE,AL,Cleveland Indians,82,71,153,0.536,,False,,False,False,
1936,CLE,CLE,AL,Cleveland Indians,80,74,154,0.519,,False,,False,False,
1937,CLE,CLE,AL,Cleveland Indians,83,71,154,0.539,,False,,False,False,
1938,CLE,CLE,AL,Cleveland Indians,86,66,152,0.566,,False,,False,False,
1939,CLE,CLE,AL,Cleveland Indians,87,67,154,0.565,,False,,False,False,
1940,CLE,CLE,AL,Cleveland Indians,89,65,154,0.578,,False,,False,False,
1941,CLE,CLE,AL,Cleveland Indians,75,79,154,0.487,,False,,False,False,
1942,CLE,CLE,AL,Cleveland Indians,75,79,154,0.487,,False,,False,False,
1943,CLE,CLE,AL,Cleveland Indians,82,71,153,0.536,,False,,False,False,
1944,CLE,CLE,AL,Cleveland Indians,72,82,154,0.468,,False,,False,False,
1945,CLE,CLE,AL,Cleveland Indians,73,72,145,0.503,,False,,False,False,
1946,CLE,CLE,AL,Cleveland Indians,68,86,154,0.442,,False,,False,False,
1947,CLE,CLE,AL,Cleveland Indians,80,74,154,0.519,,False,,False,False,
1948,CLE,CLE,AL,Cleveland Indians,97,58,155,0.626,,False,,False,False,
1949,CLE,CLE,AL,Cleveland Indians,89,65,154,0.578,,False,,False,False,
1950,CLE,CLE,AL,Cleveland Indians,92,62,154,0.597,,False,,False,False,
1951,CLE,CLE,AL,Cleveland Indians,93,61,154,0.604,,False,,False,False,
1952,CLE,CLE,AL,Cleveland Indians,93,61,154,0.604,,False,,False,False,
1953,CLE,CLE,AL,Cleveland Indians,92,62,154,0.597,,False,,False,False,
1954,CLE,CLE,AL,Cleveland Indians,111,43,154,0.721,,False,,False,False,
1955,CLE,CLE,AL,Cleveland Indians,93,61,154,0.604,,False,,False,False,
1956,CLE,CLE,AL,Cleveland Indians,88,66,154,0.571,,False,,False,False,
1957,CLE,CLE,AL,Cleveland Indians,76,77,153,0.497,,False,,False,False,
1958,CLE,CLE,AL,Cleveland Indians,77,76,153,0.503,,False,,False,False,
1959,CLE,CLE,AL,Cleveland Indians,89,65,154,0.578,,False,,False,False,
1960,CLE,CLE,AL,Cleveland Indians,76,78,154,0.494,,False,,False,False,
1961,CLE,CLE,AL,Cleveland Indians,78,83,161,0.484,,False,,False,False,
1962,CLE,CLE,AL,Cleveland Indians,80,82,162,0.494,,False,,False,False,
1963,CLE,CLE,AL,Cleveland Indians,79,83,162,0.488,,False,,False,False,
1964,CLE,CLE,AL,Cleveland Indians,79,83,162,0.488,,False,,False,False,
1965,CLE,CLE,AL,Cleveland Indians,87,75,162,0.537,,False,,False,False,
1966,CLE,CLE,AL,Cleveland Indians,81,81,162,0.5,,False,,False,False,
1967,CLE,CLE,AL,Cleveland Indians,75,87,162,0.463,,False,,False,False,
1968,CLE,CLE,AL,Cleveland Indians,86,75,161,0.534,,False,,False,False,
1969,CLE,CLE,AL,Cleveland Indians,62,99,161,0.385,,False,,False,False,
1970,CLE,CLE,AL,Cleveland Indians,76,86,162,0.469,,False,,False,False,
1971,CLE,CLE,AL,Cleveland Indians,60,102,162,0.37,,False,,False,False,
1972,CLE,CLE,AL,Cleveland Indians,72,84,156,0.462,,False,,False,False,
1973,CLE,CLE,AL,Cleveland Indians,71,91,162,0.438,,False,,False,False,
1974,CLE,CLE,AL,Cleveland Indians,77,85,162,0.475,,False,,False,False,
1975,CLE,CLE,AL,Cleveland Indians,79,80,159,0.497,,False,,False,False,
1976,CLE,CLE,AL,Cleveland Indians,81,78,159,0.509,,False,,False,False,
1977,CLE,CLE,AL,Cleveland Indians,71,90,161,0.441,,False,,False,False,
1978,CLE,CLE,AL,Cleveland Indians,69,90,159,0.434,,False,,False,False,
1979,CLE,CLE,AL,Cleveland Indians,81,80,161,0.503,,False,,False,False,
1980,CLE,CLE,AL,Cleveland Indians,79,81,160,0.494,,False,,False,False,
1981,CLE,CLE,AL,Cleveland Indians,52,51,103,0.505,,False,,False,False,
1982,CLE,CLE,AL,Cleveland Indians,78,84,162,0.481,,False,,False,False,
1983,CLE,CLE,AL,Cleveland Indians,70,92,162,0.432,,False,,False,False,
1984,CLE,CLE,AL,Cleveland Indians,75,87,162,0.463,,False,,False,False,
1985,CLE,CLE,AL,Cleveland Indians,60,102,162,0.37,,False,,False,False,
1986,CLE,CLE,AL,Cleveland Indians,84,78,162,0.519,,False,,False,False,
1987,CLE,CLE,AL,Cleveland Indians,61,101,162,0.377,,False,,False,False,
1988,CLE,CLE,AL,Cleveland Indians,78,84,162,0.481,,False,,False,False,
1989,CLE,CLE,AL,Cleveland Indians,73,89,162,0.451,,False,,False,False,
1990,CLE,CLE,AL,Cleveland Indians,77,85,162,0.475,,False,,False,False,
1991,CLE,CLE,AL,Cleveland Indians,57,105,162,0.352,,False,,False,False,
1992,CLE,CLE,AL,Cleveland Indians,76,86,162,0.469,,False,,False,False,
1993,CLE,CLE,AL,Cleveland Indians,76,86,162,0.469,,False,,False,False,
1994,CLE,CLE,AL,Cleveland Indians,66,47,113,0.584,,False,,False,False,
1995,CLE,CLE,AL,Cleveland Indians,100,44,144,0.694,,False,,False,False,
1996,CLE,CLE,AL,Cleveland Indians,99,62,161,0.615,,False,,False,False,
1997,CLE,CLE,AL,Cleveland Indians,86,75,161,0.534,,False,,False,False,
1998,CLE,CLE,AL,Cleveland Indians,89,73,162,0.549,,False,,False,False,
1999,CLE,CLE,AL,Cleveland Indians,97,65,162,0.599,,False,,False,False,
2000,CLE,CLE,AL,Cleveland Indians,90,72,162,0.556,,False,,False,False,
2001,CLE,CLE,AL,Cleveland Indians,91,71,162,0.562,,False,,False,False,
2002,CLE,CLE,AL,Cleveland Indians,74,88,162,0.457,,False,,False,False,
2003,CLE,CLE,AL,Cleveland Indians,68,94,162,0.42,,False,,False,False,
