yearID,teamID,franchID,lgID,name,W,L,G,W_pct,canonical_franchise,is_relocated_franchise,relocation_year,pre_relocation,post_relocation,years_since_relocation
1959,PIT,PIT,NL,Pittsburgh Pirates,78,76,154,0.506,,False,,False,False,
1960,PIT,PIT,NL,Pittsburgh Pirates,95,59,154,0.617,,False,,False,False,
1961,PIT,PIT,NL,Pittsburgh Pirates,75,79,154,0.487,,False,,False,False,
1962,PIT,PIT,NL,Pittsburgh Pirates,93,68,161,0.578,,False,,False,False,
1963,PIT,PIT,NL,Pittsburgh Pirates,74,88,162,0.457,,False,,False,False,
1964,PIT,PIT,NL,Pittsburgh Pirates,80,82,162,0.494,,False,,False,False,
1965,PIT,PIT,NL,Pittsburgh Pirates,90,72,162,0.556,,False,,False,False,
1966,PIT,PIT,NL,Pittsburgh Pirates,92,70,162,0.568,,False,,False,False,
1967,PIT,PIT,NL,Pittsburgh Pirates,81,81,162,0.5,,False,,False,False,
1968,PIT,PIT,NL,Pittsburgh Pirates,80,82,162,0.494,,False,,False,False,
1969,PIT,PIT,NL,Pittsburgh Pirates,88,74,162,0.543,,False,,False,False,
1970,PIT,PIT,NL,Pittsburgh Pirates,89,73,162,0.549,,False,,False,False,
1971,PIT,PIT,NL,Pittsburgh Pirates,97,65,162,0.599,,False,,False,False,
1972,PIT,PIT,NL,Pittsburgh Pirates,96,59,155,0.619,,False,,False,False,
1973,PIT,PIT,NL,Pittsburgh Pirates,80,82,162,0.494,,False,,False,False,
1974,PIT,PIT,NL,Pittsburgh Pirates,88,74,162,0.543,,False,,False,False,
1975,PIT,PIT,NL,Pittsburgh Pirates,92,69,161,0.571,,False,,False,False,
1976,PIT,PIT,NL,Pittsburgh Pirates,92,70,162,0.568,,False,,False,False,
1977,PIT,PIT,NL,Pittsburgh Pirates,96,66,162,0.593,,False,,False,False,
1978,PIT,PIT,NL,Pittsburgh Pirates,88,73,161,0.547,,False,,False,False,
1979,PIT,PIT,NL,Pittsburgh Pirates,98,64,162,0.605,,False,,False,False,
1980,PIT,PIT,NL,Pittsburgh Pirates,83,79,162,0.512,,False,,False,False,
1981,PIT,PIT,NL,Pittsburgh Pirates,46,56,102,0.451,,False,,False,False,
1982,PIT,PIT,NL,Pittsburgh Pirates,84,78,162,0.519,,False,,False,False,
1983,PIT,PIT,NL,Pittsburgh Pirates,84,78,162,0.519,,False,,False,False,
1984,PIT,PIT,NL,Pittsburgh Pirates,75,87,162,0.463,,False,,False,False,
1985,PIT,PIT,NL,Pittsburgh Pirates,57,104,161,0.354,,False,,False,False,
1986,PIT,PIT,NL,Pittsburgh Pirates,64,98,162,0.395,,False,,False,False,
1987,PIT,PIT,NL,Pittsburgh Pirates,80,82,162,0.494,,False,,False,False,
1988,PIT,PIT,NL,Pittsburgh Pirates,85,75,160,0.531,,False,,False,False,
1989,PIT,PIT,NL,Pittsburgh Pirates,74,88,162,0.457,,False,,False,False,
1990,PIT,PIT,NL,Pittsburgh Pirates,95,67,162,0.586,,False,,False,False,
1991,PIT,PIT,NL,Pittsburgh Pirates,98,64,162,0.605,,False,,False,False,
1992,PIT,PIT,NL,Pittsburgh Pirates,96,66,162,0.593,,False,,False,False,
1993,PIT,PIT,NL,Pittsburgh Pirates,75,87,162,0.463,,False,,False,False,
1994,PIT,PIT,NL,Pittsburgh Pirates,53,61,114,0.465,,False,,False,False,
1995,PIT,PIT,NL,Pittsburgh Pirates,58,86,144,0.403,,False,,False,False,
1996,PIT,PIT,NL,Pittsburgh Pirates,73,89,162,0.451,,False,,False,False,
1997,PIT,PIT,NL,Pittsburgh Pirates,79,83,162,0.488,,False,,False,False,
1998,PIT,PIT,NL,Pittsburgh Pirates,69,93,162,0.426,,False,,False,False,
1999,PIT,PIT,NL,Pittsburgh Pirates,78,83,161,0.484,,False,,False,False,
2000,PIT,PIT,NL,Pittsburgh Pirates,69,93,162,0.426,,False,,False,False,
2001,PIT,PIT,NL,Pittsburgh Pirates,62,100,162,0.383,,False,,False,False,
2002,PIT,PIT,NL,Pittsburgh Pirates,72,89,161,0.447,,False,,False,False,
2003,PIT,PIT,NL,Pittsburgh Pirates,75,87,162,0.463,,False,,False,False,
2004,PIT,PIT,NL,Pittsburgh Pirates,72,89,161,0.447,,False,,False,False,
2005,PIT,PIT,NL,Pittsburgh Pirates,67,95,162,0.414,,False,,False,False,
2006,PIT,PIT,NL,Pittsburgh Pirates,67,95,162,0.414,,False,,False,False,
2007,PIT,PIT,NL,Pittsburgh Pirates,68,94,162,0.42,,False,,False,False,
2008,PIT,PIT,NL,Pittsburgh Pirates,67,95,162,0.414,,False,,False,False,
2009,PIT,PIT,NL,Pittsburgh Pirates,62,99,161,0.385,,False,,False,False,
2010,PIT,PIT,NL,Pittsburgh Pirates,57,105,162,0.352,,False,,False,False,
2011,PIT,PIT,NL,Pittsburgh Pirates,72,90,162,0.444,,False,,False,False,
2012,PIT,PIT,NL,Pittsburgh Pirates,79,83,162,0.488,,False,,False,False,
2013,PIT,PIT,NL,Pittsburgh Pirates,94,68,162,0.58,,False,,False,False,
2014,PIT,PIT,NL,Pittsburgh Pirates,88,74,162,0.543,,False,,False,False,
2015,PIT,PIT,NL,Pittsburgh Pirates,98,64,162,0.605,,False,,False,False,
2016,PIT,PIT,NL,Pittsburgh Pirates,78,83,161,0.484,,False,,False,False,
2017,PIT,PIT,NL,Pittsburgh Pirates,75,87,162,0.463,,False,,False,False,
2018,PIT,PIT,NL,Pittsburgh Pirates,82,79,161,0.509,,False,,False,False,
2019,PIT,PIT,NL,Pittsburgh Pirates,69,93,162,0.426,,False,,False,False,
2020,PIT,PIT,NL,Pittsburgh Pirates,19,41,60,0.317,,False,,False,False,
2021,PIT,PIT,NL,Pittsburgh Pirates,61,101,162,0.377,,False,,False,False,
2022,PIT,PIT,NL,Pittsburgh Pirates,62,100,162,0.383,,False,,False,False,
2023,PIT,PIT,NL,Pittsburgh Pirates,76,86,162,0.469,,False,,False,False,
2024,PIT,PIT,NL,Pittsburgh Pirates,76,86,162,0.469,,False,,False,False,
1871,PH1,PNA,,Philadelphia Athletics,21,7,28,0.75,,False,,False,False,
1872,PH1,PNA,,Philadelphia Athletics,30,14,44,0.682,,False,,False,False,
1873,PH1,PNA,,Philadelphia Athletics,28,23,51,0.549,,False,,False,False,
1874,PH1,PNA,,Philadelphia Athletics,33,22,55,0.6,,False,,False,False,
1875,PH1,PNA,,Philadelphia Athletics,53,20,73,0.726,,False,,False,False,
1878,PRO,PRO,NL,Providence Grays,33,27,60,0.55,,False,,False,False,
1879,PRO,PRO,NL,Providence Grays,59,25,84,0.702,,False,,False,False,
1880,PRO,PRO,NL,Providence Grays,52,32,84,0.619,,False,,False,False,
1881,PRO,PRO,NL,Providence Grays,47,37,84,0.56,,False,,False,False,
1882,PRO,PRO,NL,Providence Grays,52,32,84,0.619,,False,,False,False,
1883,PRO,PRO,NL,Providence Grays,58,40,98,0.592,,False,,False,False,
1884,PRO,PRO,NL,Providence Grays,84,28,112,0.75,,False,,False,False,
1885,PRO,PRO,NL,Providence Grays,53,57,110,0.482,,False,,False,False,
1873,PH2,PWS,,Philadelphia Whites,36,17,53,0.679,,False,,False,False,
1874,PH2,PWS,,Philadelphia Whites,29,29,58,0.5,,False,,False,False,
1875,PH2,PWS,,Philadelphia Whites,37,31,68,0.544,,False,,False,False,
1873,ELI,RES,,Elizabeth Resolutes,2,21,23,0.087,,False,,False,False,
1884,RIC,RIC,AA,Richmond Virginians,12,30,42,0.286,,False,,False,False,
1890,RC2,ROC,AA,Rochester Broncos,63,63,126,0.5,,False,,False,False,
1871,RC1,ROK,,Rockford Forest Citys,4,21,25,0.16,,False,,False,False,
1876,SL3,SBS,NL,St. Louis Brown Stockings,45,19,64,0.703,,False,,False,False,
1877,SL3,SBS,NL,St. Louis Brown Stockings,28,32,60,0.467,,False,,False,False,
1969,SDN,SDP,NL,San Diego Padres,52,110,162,0.321,,False,,False,False,
1970,SDN,SDP,NL,San Diego Padres,63,99,162,0.389,,False,,False,False,
1971,SDN,SDP,NL,San Diego Padres,61,100,161,0.379,,False,,False,False,
1972,SDN,SDP,NL,San Diego Padres,58,95,153,0.379,,False,,False,False,
1973,SDN,SDP,NL,San Diego Padres,60,102,162,0.37,,False,,False,False,
1974,SDN,SDP,NL,San Diego Padres,60,102,162,0.37,,False,,False,False,
1975,SDN,SDP,NL,San Diego Padres,71,91,162,0.438,,False,,False,False,
1976,SDN,SDP,NL,San Diego Padres,73,89,162,0.451,,False,,False,False,
1977,SDN,SDP,NL,San Diego Padres,69,93,162,0.426,,False,,False,False,
1978,SDN,SDP,NL,San Diego Padres,84,78,162,0.519,,False,,False,False,
1979,SDN,SDP,NL,San Diego Padres,68,93,161,0.422,,False,,False,False,
1980,SDN,SDP,NL,San Diego Padres,73,89,162,0.451,,False,,False,False,
1981,SDN,SDP,NL,San Diego Padres,41,69,110,0.373,,False,,False,False,
1982,SDN,SDP,NL,San Diego Padres,81,81,162,0.5,,False,,False,False,
1983,SDN,SDP,NL,San Diego Padres,81,81,162,0.5,,False,,False,False,
1984,SDN,SDP,NL,San Diego Padres,92,70,162,0.568,,False,,False,False,
1985,SDN,SDP,NL,San Diego Padres,83,79,162,0.512,,False,,False,False,
1986,SDN,SDP,NL,San Diego Padres,74,88,162,0.457,,False,,False,False,
1987,SDN,SDP,NL,San Diego Padres,65,97,162,0.401,,False,,False,False,
1988,SDN,SDP,NL,San Diego Padres,83,78,161,0.516,,False,,False,False,
1989,SDN,SDP,NL,San Diego Padres,89,73,162,0.549,,False,,False,False,
1990,SDN,SDP,NL,San Diego Padres,75,87,162,0.463,,False,,False,False,
1991,SDN,SDP,NL,San Diego Padres,84,78,162,0.519,,False,,False,False,
1992,SDN,SDP,NL,San Diego Padres,82,80,162,0.506,,False,,False,False,
1993,SDN,SDP,NL,San Diego Padres,61,101,162,0.377,,False,,False,False,
1994,SDN,SDP,NL,San Diego Padres,47,70,117,0.402,,False,,False,False,
1995,SDN,SDP,NL,San Diego Padres,70,74,144,0.486,,False,,False,False,
1996,SDN,SDP,NL,San Diego Padres,91,71,162,0.562,,False,,False,False,
1997,SDN,SDP,NL,San Diego Padres,76,86,162,0.469,,False,,False,False,
1998,SDN,SDP,NL,San Diego Padres,98,64,162,0.605,,False,,False,False,
1999,SDN,SDP,NL,San Diego Padres,74,88,162,0.457,,False,,False,False,
2000,SDN,SDP,NL,San Diego Padres,76,86,162,0.469,,False,,False,False,
2001,SDN,SDP,NL,San Diego Padres,79,83,162,0.488,,False,,False,False,
2002,SDN,SDP,NL,San Diego Padres,66,96,162,0.407,,False,,False,False,
2003,SDN,SDP,NL,San Diego Padres,64,98,162,0.395,,False,,False,False,
2004,SDN,SDP,NL,San Diego Padres,87,75,162,0.537,,False,,False,False,
2005,SDN,SDP,NL,San Diego Padres,82,80,162,0.506,,False,,False,False,
2006,SDN,SDP,NL,San Diego Padres,88,74,162,0.543,,False,,False,False,
2007,SDN,SDP,NL,San Diego Padres,89,74,163,0.546,,False,,False,False,
2008,SDN,SDP,NL,San Diego Padres,63,99,162,0.389,,False,,False,False,
2009,SDN,SDP,NL,San Diego Padres,75,87,162,0.463,,False,,False,False,
2010,SDN,SDP,NL,San Diego Padres,90,72,162,0.556,,False,,False,False,
2011,SDN,SDP,NL,San Diego Padres,71,91,162,0.438,,False,,False,False,
2012,SDN,SDP,NL,San Diego Padres,76,86,162,0.469,,False,,False,False,
2013,SDN,SDP,NL,San Diego Padres,76,86,162,0.469,,False,,False,False,
2014,SDN,SDP,NL,San Diego Padres,77,85,162,0.475,,False,,False,False,
2015,SDN,SDP,NL,San Diego Padres,74,88,162,0.457,,False,,False,False,
2016,SDN,SDP,NL,San Diego Padres,68,94,162,0.42,,False,,False,False,
2017,SDN,SDP,NL,San Diego Padres,71,91,162,0.438,,False,,False,False,
2018,SDN,SDP,NL,San Diego Padres,66,96,162,0.407,,False,,False,False,
2019,SDN,SDP,NL,San Diego Padres,70,92,162,0.432,,False,,False,False,
2020,SDN,SDP,NL,San Diego Padres,37,23,60,0.617,,False,,False,False,
2021,SDN,SDP,NL,San Diego Padres,79,83,162,0.488,,False,,False,False,
2022,SDN,SDP,NL,San Diego Padres,89,73,162,0.549,,False,,False,False,
2023,SDN,SDP,NL,San Diego Padres,82,80,162,0.506,,False,,False,False,
2024,SDN,SDP,NL,San Diego Padres,93,69,162,0.574,,False,,False,False,
1977,SEA,SEA,AL,Seattle Mariners,64,98,162,0.395,,False,,False,False,
1978,SEA,SEA,AL,Seattle Mariners,56,104,160,0.35,,False,,False,False,
1979,SEA,SEA,AL,Seattle Mariners,67,95,162,0.414,,False,,False,False,
1980,SEA,SEA,AL,Seattle Mariners,59,103,162,0.364,,False,,False,False,
1981,SEA,SEA,AL,Seattle Mariners,44,65,109,0.404,,False,,False,False,
1982,SEA,SEA,AL,Seattle Mariners,76,86,162,0.469,,False,,False,False,
1983,SEA,SEA,AL,Seattle Mariners,60,102,162,0.37,,False,,False,False,
1984,SEA,SEA,AL,Seattle Mariners,74,88,162,0.457,,False,,False,False,
1985,SEA,SEA,AL,Seattle Mariners,74,88,162,0.457,,False,,False,False,
1986,SEA,SEA,AL,Seattle Mariners,67,95,162,0.414,,False,,False,False,
1987,SEA,SEA,AL,Seattle Mariners,78,84,162,0.481,,False,,False,False,
1988,SEA,SEA,AL,Seattle Mariners,68,93,161,0.422,,False,,False,False,
1989,SEA,SEA,AL,Seattle Mariners,73,89,162,0.451,,False,,False,False,
1990,SEA,SEA,AL,Seattle Mariners,77,85,162,0.475,,False,,False,False,
1991,SEA,SEA,AL,Seattle Mariners,83,79,162,0.512,,False,,False,False,
1992,SEA,SEA,AL,Seattle Mariners,64,98,162,0.395,,False,,False,False,
1993,SEA,SEA,AL,Seattle Mariners,82,80,162,0.506,,False,,False,False,
1994,SEA,SEA,AL,Seattle Mariners,49,63,112,0.438,,False,,False,False,
1995,SEA,SEA,AL,Seattle Mariners,79,66,145,0.545,,False,,False,False,
1996,SEA,SEA,AL,Seattle Mariners,85,76,161,0.528,,False,,False,False,
1997,SEA,SEA,AL,Seattle Mariners,90,72,162,0.556,,False,,False,False,
1998,SEA,SEA,AL,Seattle Mariners,76,85,161,0.472,,False,,False,False,
1999,SEA,SEA,AL,Seattle Mariners,79,83,162,0.488,,False,,False,False,
2000,SEA,SEA,AL,Seattle Mariners,91,71,162,0.562,,False,,False,False,
2001,SEA,SEA,AL,Seattle Mariners,116,46,162,0.716,,False,,False,False,
2002,SEA,SEA,AL,Seattle Mariners,93,69,162,0.574,,False,,False,False,
2003,SEA,SEA,AL,Seattle Mariners,93,69,162,0.574,,False,,False,False,
2004,SEA,SEA,AL,Seattle Mariners,63,99,162,0.389,,False,,False,False,
2005,SEA,SEA,AL,Seattle Mariners,69,93,162,0.426,,False,,False,False,
2006,SEA,SEA,AL,Seattle Mariners,78,84,162,0.481,,False,,False,False,
2007,SEA,SEA,AL,Seattle Mariners,88,74,162,0.543,,False,,False,False,
2008,SEA,SEA,AL,Seattle Mariners,61,101,162,0.377,,False,,False,False,
2009,SEA,SEA,AL,Seattle Mariners,85,77,162,0.525,,False,,False,False,
2010,SEA,SEA,AL,Seattle Mariners,61,101,162,0.377,,False,,False,False,
2011,SEA,SEA,AL,Seattle Mariners,67,95,162,0.414,,False,,False,False,
2012,SEA,SEA,AL,Seattle Mariners,75,87,162,0.463,,False,,False,False,
2013,SEA,SEA,AL,Seattle Mariners,71,91,162,0.438,,False,,False,False,
2014,SEA,SEA,AL,Seattle Mariners,87,75,162,0.537,,False,,False,False,
2015,SEA,SEA,AL,Seattle Mariners,76,86,162,0.469,,False,,False,False,
2016,SEA,SEA,AL,Seattle Mariners,86,76,162,0.531,,False,,False,False,
2017,SEA,SEA,AL,Seattle Mariners,78,84,162,0.481,,False,,False,False,
2018,SEA,SEA,AL,Seattle Mariners,89,73,162,0.549,,False,,False,False,
2019,SEA,SEA,AL,Seattle Mariners,68,94,162,0.42,,False,,False,False,
2020,SEA,SEA,AL,Seattle Mariners,27,33,60,0.45,,False,,False,False,
2021,SEA,SEA,AL,Seattle Mariners,90,72,162,0.556,,False,,False,False,
2022,SEA,SEA,AL,Seattle Mariners,90,72,162,0.556,,False,,False,False,
2023,SEA,SEA,AL,Seattle Mariners,88,74,162,0.543,,False,,False,False,
2024,SEA,SEA,AL,Seattle Mariners,85,77,162,0.525,,False,,False,False,
1883,NY1,SFG,NL,New York Gothams,46,50,96,0.479,,False,,False,False,
1884,NY1,SFG,NL,New York Gothams,62,50,112,0.554,,False,,False,False,
1885,NY1,SFG,NL,New York Giants,85,27,112,0.759,,False,,False,False,
1886,NY1,SFG,NL,New York Giants,75,44,119,0.63,,False,,False,False,
1887,NY1,SFG,NL,New York Giants,68,55,123,0.553,,False,,False,False,
1888,NY1,SFG,NL,New York Giants,84,47,131,0.641,,False,,False,False,
1889,NY1,SFG,NL,New York Giants,83,43,126,0.659,,False,,False,False,
1890,NY1,SFG,NL,New York Giants,63,68,131,0.481,,False,,False,False,
1891,NY1,SFG,NL,New York Giants,71,61,132,0.538,,False,,False,False,
1892,NY1,SFG,NL,New York Giants,71,80,151,0.47,,False,,False,False,
1893,NY1,SFG,NL,New York Giants,68,64,132,0.515,,False,,False,False,
1894,NY1,SFG,NL,New York Giants,88,44,132,0.667,,False,,False,False,
1895,NY1,SFG,NL,New York Giants,66,65,131,0.504,,False,,False,False,
1896,NY1,SFG,NL,New York Giants,64,67,131,0.489,,False,,False,False,
1897,NY1,SFG,NL,New York Giants,83,48,131,0.634,,False,,False,False,
1898,NY1,SFG,NL,New York Giants,77,73,150,0.513,,False,,False,False,
1899,NY1,SFG,NL,New York Giants,60,90,150,0.4,,False,,False,False,
1900,NY1,SFG,NL,New York Giants,60,78,138,0.435,,False,,False,False,
1901,NY1,SFG,NL,New York Giants,52,85,137,0.38,,False,,False,False,
1902,NY1,SFG,NL,New York Giants,48,88,136,0.353,,False,,False,False,
1903,NY1,SFG,NL,New York Giants,84,55,139,0.604,,False,,False,False,
1904,NY1,SFG,NL,New York Giants,106,47,153,0.693,,False,,False,False,
1905,NY1,SFG,NL,New York Giants,105,48,153,0.686,,False,,False,False,
1906,NY1,SFG,NL,New York Giants,96,56,152,0.632,,False,,False,False,
1907,NY1,SFG,NL,New York Giants,82,71,153,0.536,,False,,False,False,
1908,NY1,SFG,NL,New York Giants,98,56,154,0.636,,False,,False,False,
1909,NY1,SFG,NL,New York Giants,92,61,153,0.601,,False,,False,False,
1910,NY1,SFG,NL,New York Giants,91,63,154,0.591,,False,,False,False,
1911,NY1,SFG,NL,New York Giants,99,54,153,0.647,,False,,False,False,
1912,NY1,SFG,NL,New York Giants,103,48,151,0.682,,False,,False,False,
1913,NY1,SFG,NL,New York Giants,101,51,152,0.664,,False,,False,False,
1914,NY1,SFG,NL,New York Giants,84,70,154,0.545,,False,,False,False,
1915,NY1,SFG,NL,New York Giants,69,83,152,0.454,,False,,False,False,
1916,NY1,SFG,NL,New York Giants,86,66,152,0.566,,False,,False,False,
1917,NY1,SFG,NL,New York Giants,98,56,154,0.636,,False,,False,False,
1918,NY1,SFG,NL,New York Giants,71,53,124,0.573,,False,,False,False,
1919,NY1,SFG,NL,New York Giants,87,53,140,0.621,,False,,False,False,
1920,NY1,SFG,NL,New York Giants,86,68,154,0.558,,False,,False,False,
1921,NY1,SFG,NL,New York Giants,94,59,153,0.614,,False,,False,False,
1922,NY1,SFG,NL,New York Giants,93,61,154,0.604,,False,,False,False,
1923,NY1,SFG,NL,New York Giants,95,58,153,0.621,,False,,False,False,
1924,NY1,SFG,NL,New York Giants,93,60,153,0.608,,False,,False,False,
1925,NY1,SFG,NL,New York Giants,86,66,152,0.566,,False,,False,False,
1926,NY1,SFG,NL,New York Giants,74,77,151,0.49,,False,,False,False,
1927,NY1,SFG,NL,New York Giants,92,62,154,0.597,,False,,False,False,
1928,NY1,SFG,NL,New York Giants,93,61,154,0.604,,False,,False,False,
1929,NY1,SFG,NL,New York Giants,84,67,151,0.556,,False,,False,False,
1930,NY1,SFG,NL,New York Giants,87,67,154,0.565,,False,,False,False,
1931,NY1,SFG,NL,New York Giants,87,65,152,0.572,,False,,False,False,
1932,NY1,SFG,NL,New York Giants,72,82,154,0.468,,False,,False,False,
1933,NY1,SFG,NL,New York Giants,91,61,152,0.599,,False,,False,False,
1934,NY1,SFG,NL,New York Giants,93,60,153,0.608,,False,,False,False,
1935,NY1,SFG,NL,New York Giants,91,62,153,0.595,,False,,False,False,
1936,NY1,SFG,NL,New York Giants,92,62,154,0.597,,False,,False,False,
1937,NY1,SFG,NL,New York Giants,95,57,152,0.625,,False,,False,False,
1938,NY1,SFG,NL,New York Giants,83,67,150,0.553,,False,,False,False,
1939,NY1,SFG,NL,New York Giants,77,74,151,0.51,,False,,False,False,
1940,NY1,SFG,NL,New York Giants,72,80,152,0.474,,False,,False,False,
1941,NY1,SFG,NL,New York Giants,74,79,153,0.484,,False,,False,False,
1942,NY1,SFG,NL,New York Giants,85,67,152,0.559,,False,,False,False,
1943,NY1,SFG,NL,New York Giants,55,98,153,0.359,,False,,False,False,
1944,NY1,SFG,NL,New York Giants,67,87,154,0.435,,False,,False,False,
1945,NY1,SFG,NL,New York Giants,78,74,152,0.513,,False,,False,False,
1946,NY1,SFG,NL,New York Giants,61,93,154,0.396,,False,,False,False,
1947,NY1,SFG,NL,New York Giants,81,73,154,0.526,,False,,False,False,
1948,NY1,SFG,NL,New York Giants,78,76,154,0.506,,False,,False,False,
1949,NY1,SFG,NL,New York Giants,73,81,154,0.474,,False,,False,False,
1950,NY1,SFG,NL,New York Giants,86,68,154,0.558,,False,,False,False,
1951,NY1,SFG,NL,New York Giants,98,59,157,0.624,,False,,False,False,
1952,NY1,SFG,NL,New York Giants,92,62,154,0.597,,False,,False,False,
1953,NY1,SFG,NL,New York Giants,70,84,154,0.455,,False,,False,False,
1954,NY1,SFG,NL,New York Giants,97,57,154,0.63,,False,,False,False,
1955,NY1,SFG,NL,New York Giants,80,74,154,0.519,,False,,False,False,
1956,NY1,SFG,NL,New York Giants,67,87,154,0.435,,False,,False,False,
1957,NY1,SFG,NL,New York Giants,69,85,154,0.448,,False,,False,False,
1958,SFN,SFG,NL,San Francisco Giants,80,74,154,0.519,,False,,False,False,
1959,SFN,SFG,NL,San Francisco Giants,83,71,154,0.539,,False,,False,False,
1960,SFN,SFG,NL,San Francisco Giants,79,75,154,0.513,,False,,False,False,
1961,SFN,SFG,NL,San Francisco Giants,85,69,154,0.552,,False,,False,False,
1962,SFN,SFG,NL,San Francisco Giants,103,62,165,0.624,,False,,False,False,
1963,SFN,SFG,NL,San Francisco Giants,88,74,162,0.543,,False,,False,False,
1964,SFN,SFG,NL,San Francisco Giants,90,72,162,0.556,,False,,False,False,
1965,SFN,SFG,NL,San Francisco Giants,95,67,162,0.586,,False,,False,False,
1966,SFN,SFG,NL,San Francisco Giants,93,68,161,0.578,,False,,False,False,
1967,SFN,SFG,NL,San Francisco Giants,91,71,162,0.562,,False,,False,False,
1968,SFN,SFG,NL,San Francisco Giants,88,74,162,0.543,,False,,False,False,
1969,SFN,SFG,NL,San Francisco Giants,90,72,162,0.556,,False,,False,False,
1970,SFN,SFG,NL,San Francisco Giants,86,76,162,0.531,,False,,False,False,
1971,SFN,SFG,NL,San Francisco Giants,90,72,162,0.556,,False,,False,False,
1972,SFN,SFG,NL,San Francisco Giants,69,86,155,0.445,,False,,False,False,
1973,SFN,SFG,NL,San Francisco Giants,88,74,162,0.543,,False,,False,False,
1974,SFN,SFG,NL,San Francisco Giants,72,90,162,0.444,,False,,False,False,
1975,SFN,SFG,NL,San Francisco Giants,80,81,161,0.497,,False,,False,False,
1976,SFN,SFG,NL,San Francisco Giants,74,88,162,0.457,,False,,False,False,
1977,SFN,SFG,NL,San Francisco Giants,75,87,162,0.463,,False,,False,False,
1978,SFN,SFG,NL,San Francisco Giants,89,73,162,0.549,,False,,False,False,
1979,SFN,SFG,NL,San Francisco Giants,71,91,162,0.438,,False,,False,False,
1980,SFN,SFG,NL,San Francisco Giants,75,86,161,0.466,,False,,False,False,
1981,SFN,SFG,NL,San Francisco Giants,56,55,111,0.505,,False,,False,False,
1982,SFN,SFG,NL,San Francisco Giants,87,75,162,0.537,,False,,False,False,
1983,SFN,SFG,NL,San Francisco Giants,79,83,162,0.488,,False,,False,False,
1984,SFN,SFG,NL,San Francisco Giants,66,96,162,0.407,,False,,False,False,
1985,SFN,SFG,NL,San Francisco Giants,62,100,162,0.383,,False,,False,False,
1986,SFN,SFG,NL,San Francisco Giants,83,79,162,0.512,,False,,False,False,
1987,SFN,SFG,NL,San Francisco Giants,90,72,162,0.556,,False,,False,False,
1988,SFN,SFG,NL,San Francisco Giants,83,79,162,0.512,,False,,False,False,
1989,SFN,SFG,NL,San Francisco Giants,92,70,162,0.568,,False,,False,False,
1990,SFN,SFG,NL,San Francisco Giants,85,77,162,0.525,,False,,False,False,
1991,SFN,SFG,NL,San Francisco Giants,75,87,162,0.463,,False,,False,False,
1992,SFN,SFG,NL,San Francisco Giants,72,90,162,0.444,,False,,False,False,
1993,SFN,SFG,NL,San Francisco Giants,103,59,162,0.636,,False,,False,False,
1994,SFN,SFG,NL,San Francisco Giants,55,60,115,0.478,,False,,False,False,
1995,SFN,SFG,NL,San Francisco Giants,67,77,144,0.465,,False,,False,False,
1996,SFN,SFG,NL,San Francisco Giants,68,94,162,0.42,,False,,False,False,
1997,SFN,SFG,NL,San Francisco Giants,90,72,162,0.556,,False,,False,False,
1998,SFN,SFG,NL,San Francisco Giants,89,74,163,0.546,,False,,False,False,
1999,SFN,SFG,NL,San Francisco Giants,86,76,162,0.531,,False,,False,False,
2000,SFN,SFG,NL,San Francisco Giants,97,65,162,0.599,,False,,False,False,
2001,SFN,SFG,NL,San Francisco Giants,90,72,162,0.556,,False,,False,False,
2002,SFN,SFG,NL,San Francisco Giants,95,66,161,0.59,,False,,False,False,
2003,SFN,SFG,NL,San Francisco Giants,100,61,161,0.621,,False,,False,False,
2004,SFN,SFG,NL,San Francisco Giants,91,71,162,0.562,,False,,False,False,
2005,SFN,SFG,NL,San Francisco Giants,75,87,162,0.463,,False,,False,False,
2006,SFN,SFG,NL,San Francisco Giants,76,85,161,0.472,,False,,False,False,
2007,SFN,SFG,NL,San Francisco Giants,71,91,162,0.438,,False,,False,False,
2008,SFN,SFG,NL,San Francisco Giants,72,90,162,0.444,,False,,False,False,
2009,SFN,SFG,NL,San Francisco Giants,88,74,162,0.543,,False,,False,False,
2010,SFN,SFG,NL,San Francisco Giants,92,70,162,0.568,,False,,False,False,
2011,SFN,SFG,NL,San Francisco Giants,86,76,162,0.531,,False,,False,False,
2012,SFN,SFG,NL,San Francisco Giants,94,68,162,0.58,,False,,False,False,
2013,SFN,SFG,NL,San Francisco Giants,76,86,162,0.469,,False,,False,False,
2014,SFN,SFG,NL,San Francisco Giants,88,74,162,0.543,,False,,False,False,
2015,SFN,SFG,NL,San Francisco Giants,84,78,162,0.519,,False,,False,False,
2016,SFN,SFG,NL,San Francisco Giants,87,75,162,0.537,,False,,False,False,
2017,SFN,SFG,NL,San Francisco Giants,64,98,162,0.395,,False,,False,False,
2018,SFN,SFG,NL,San Francisco Giants,73,89,162,0.451,,False,,False,False,
2019,SFN,SFG,NL,San Francisco Giants,77,85,162,0.475,,False,,False,False,
2020,SFN,SFG,NL,San Francisco Giants,29,31,60,0.483,,False,,False,False,
2021,SFN,SFG,NL,San Francisco Giants,107,55,162,0.66,,False,,False,False,
2022,SFN,SFG,NL,San Francisco Giants,81,81,162,0.5,,False,,False,False,
2023,SFN,SFG,NL,San Francisco Giants,79,83,162,0.488,,False,,False,False,
